"period";"value";"obs_status";"source";"ref_area";"freq";"unit_measure";"unit_mult"
"2020-12-01";-13;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2021-01-01";10;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2021-02-01";9;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2021-03-01";47;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2021-04-01";282;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2021-05-01";384;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2021-06-01";129;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2021-07-01";34;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2021-08-01";22;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2021-09-01";13;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2021-10-01";96;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2021-11-01";210;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2021-12-01";88;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2022-01-01";53;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2022-02-01";36;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2022-03-01";7;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2022-04-01";45;"A";"Данные СберИндекса";"Ставропольский край";"Месяц";"% г/г";"0"
"2019-01-01";9;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2019-02-01";18;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2019-03-01";17;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2019-04-01";21;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2019-05-01";21;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2019-06-01";9;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2019-07-01";22;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2019-08-01";20;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2019-09-01";23;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2019-10-01";23;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2019-11-01";29;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2019-12-01";31;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2020-01-01";24;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2020-02-01";17;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2020-03-01";23;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2020-04-01";-47;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2020-05-01";-47;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2020-06-01";-23;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2020-07-01";10;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2020-08-01";40;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2020-09-01";38;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2020-10-01";7;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2020-11-01";-14;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2020-12-01";-15;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2021-01-01";3;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2021-02-01";3;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2021-03-01";17;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2021-04-01";167;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2021-05-01";209;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2021-06-01";120;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2021-07-01";31;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2021-08-01";-8;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2021-09-01";-18;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2021-10-01";16;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2021-11-01";60;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2021-12-01";60;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2022-01-01";46;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2022-02-01";33;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2022-03-01";-5;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2022-04-01";9;"A";"Данные СберИндекса";"Ростовская область";"Месяц";"% г/г";"0"
"2019-01-01";-3;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2019-02-01";6;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2019-03-01";5;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2019-04-01";11;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2019-05-01";6;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2019-06-01";1;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2019-07-01";-1;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2019-08-01";-10;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2019-09-01";-12;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2019-10-01";6;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2019-11-01";8;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2019-12-01";11;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2020-01-01";3;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2020-02-01";1;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2020-03-01";6;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2020-04-01";-44;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2020-05-01";-39;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2020-06-01";-25;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2020-07-01";-11;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2020-08-01";2;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2020-09-01";1;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2020-10-01";-19;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2020-11-01";-35;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2020-12-01";-22;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2021-01-01";2;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2021-02-01";17;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2021-03-01";22;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2021-04-01";134;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2021-05-01";117;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2021-06-01";78;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2021-07-01";28;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2021-08-01";23;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2021-09-01";26;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2021-10-01";68;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2021-11-01";113;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2021-12-01";73;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2022-01-01";46;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2022-02-01";21;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2022-03-01";10;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2022-04-01";11;"A";"Данные СберИндекса";"Забайкальский край";"Месяц";"% г/г";"0"
"2019-01-01";3;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2019-02-01";25;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2019-03-01";18;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2019-04-01";12;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2019-05-01";18;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2019-06-01";8;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2019-07-01";1;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2019-08-01";-6;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2019-09-01";4;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2019-10-01";5;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2019-11-01";17;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2019-12-01";16;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2020-01-01";8;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2020-02-01";2;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2020-03-01";17;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2020-04-01";-50;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2020-05-01";-59;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2020-06-01";-45;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2020-07-01";-8;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2020-08-01";10;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2020-09-01";35;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2020-10-01";4;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2020-11-01";-15;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2020-12-01";-3;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2021-01-01";28;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2021-02-01";12;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2021-03-01";37;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2021-04-01";222;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2021-05-01";416;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2021-06-01";224;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2021-07-01";66;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2021-08-01";42;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2021-09-01";22;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2021-10-01";58;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2021-11-01";77;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2021-12-01";59;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2022-01-01";57;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2022-02-01";18;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2022-03-01";9;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2022-04-01";10;"A";"Данные СберИндекса";"Республика Дагестан";"Месяц";"% г/г";"0"
"2019-01-01";13;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2019-02-01";17;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2019-03-01";22;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2019-04-01";23;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2019-05-01";27;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2019-06-01";6;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2019-07-01";16;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2019-08-01";9;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2019-09-01";23;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2019-10-01";21;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2019-11-01";26;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2019-12-01";25;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2020-01-01";15;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2020-02-01";21;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2020-03-01";12;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2020-04-01";-48;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2020-05-01";-41;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2020-06-01";1;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2020-07-01";-2;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2020-08-01";15;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2020-09-01";9;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2020-10-01";-22;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2020-11-01";-28;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2020-12-01";-23;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2021-01-01";-2;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2021-02-01";4;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2021-03-01";12;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2021-04-01";126;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2021-05-01";132;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2021-06-01";46;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2021-07-01";26;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2021-08-01";14;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2021-09-01";-3;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2021-10-01";49;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2021-11-01";70;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2021-12-01";65;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2022-01-01";40;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2022-02-01";5;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2022-03-01";8;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2022-04-01";17;"A";"Данные СберИндекса";"Ульяновская область";"Месяц";"% г/г";"0"
"2019-01-01";11;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2019-02-01";14;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2019-03-01";20;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2019-04-01";18;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2019-05-01";18;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2019-06-01";-8;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2019-07-01";0;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2019-08-01";-3;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2019-09-01";12;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2019-10-01";18;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2019-11-01";21;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2019-12-01";20;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2020-01-01";16;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2020-02-01";27;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2020-03-01";16;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2020-04-01";-43;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2020-05-01";-46;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2020-06-01";-2;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2020-07-01";5;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2020-08-01";11;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2020-09-01";7;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2020-10-01";-18;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2020-11-01";-27;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2020-12-01";-22;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2021-01-01";-5;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2021-02-01";-10;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2021-03-01";16;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2021-04-01";125;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2021-05-01";150;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2021-06-01";54;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2021-07-01";23;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2021-08-01";18;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2021-09-01";13;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2021-10-01";50;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2021-11-01";69;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2021-12-01";66;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2022-01-01";47;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2022-02-01";45;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2022-03-01";11;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2022-04-01";57;"A";"Данные СберИндекса";"Белгородская область";"Месяц";"% г/г";"0"
"2019-01-01";51;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2019-02-01";56;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2019-03-01";62;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2019-04-01";36;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2019-05-01";58;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2019-06-01";34;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2019-07-01";60;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2019-08-01";66;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2019-09-01";76;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2019-10-01";75;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2019-11-01";81;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2019-12-01";76;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2020-01-01";38;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2020-02-01";40;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2020-03-01";28;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2020-04-01";-44;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2020-05-01";-42;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2020-06-01";-17;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2020-07-01";0;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2020-08-01";43;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2020-09-01";48;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2020-10-01";4;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2020-11-01";-16;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2020-12-01";7;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2021-01-01";18;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2021-02-01";14;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2021-03-01";48;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2021-04-01";153;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2021-05-01";168;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2021-06-01";114;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2021-07-01";52;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2021-08-01";5;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2021-09-01";-18;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2021-10-01";17;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2021-11-01";57;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2021-12-01";33;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2022-01-01";31;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2022-02-01";38;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2022-03-01";-26;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2022-04-01";-9;"A";"Данные СберИндекса";"Карачаево-Черкесская Республика";"Месяц";"% г/г";"0"
"2019-01-01";21;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2019-02-01";34;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2019-03-01";34;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2019-04-01";29;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2019-05-01";39;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2019-06-01";18;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2019-07-01";27;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2019-08-01";20;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2019-09-01";40;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2019-10-01";24;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2019-11-01";25;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2019-12-01";25;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2020-01-01";26;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2020-02-01";21;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2020-03-01";21;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2020-04-01";-24;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2020-05-01";-23;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2020-06-01";38;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2020-07-01";25;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2020-08-01";35;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2020-09-01";22;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
"2020-10-01";31;"A";"Данные СберИндекса";"Рязанская область";"Месяц";"% г/г";"0"
